,rating,title,Review_text
183,1,Not recommended,"Barely lasted 6 months. No warning, just stopped working one morning. Another one went from being usable one second to not working the next."
184,2,Gave up after maybe 10 months of use,Worked pretty decent up until a little bit ago the hard drive itself took a dump sucks because it's just under 10 months old
185,1,Plugin broke and cannot access files,The drive was working great until a piece of the plugin broke off and now I have to hold the chord a specific way to get my files off the drive and sometimes that does not work.
186,5,Very Necessary,This is my 3rd external hard drive.Very relieved to once again have a ton of space to work with. 😏👍
187,5,StorageCapacity,Great with grandsons xbox one
188,5,Great,Works as expected
189,1,"""Read Only"" permissions, can't copy files anywhere else!","This drive save the files with ""Read only"" permissions by default and doesn't allow to change them, so I have all those files I copied locked in them, unable to copy them to another device as I wanted. Terrible! I don't recommend this at all."
190,3,Im confused,"So I really liked it once I had my new computer but for some reason in my Apple MacBook it won’t work which is inconvenient, however now that I already have it I’ll use it in the other computer (Lenovo)"
191,5,great!,works like it’s supposed too & comes with a wire to plug in X1
192,5,..,. North
193,5,Seagate portable external drive,"Using this to pictures , ICloud is full.Great to have !"
194,1,Stop working,After only 1 month stopped working with the Xbox..the heads stopped spinning and led to a beebing sound...so not impressed
195,5,It did what it was supposed to do,It got the job done and continues to do the job required. Have not had any problems with it overall a good device.
196,5,Utter Perfection,"Came in perfect condition, as described. Had all the storage I could ever need or want on it. I got 1 tb each for my computer and Xbox. Both are working great, easy to format and move games to. I love this product."
197,1,had for 4 months and died,"I got this to store my schoolwork on. I had for 4 months, and it died. Started beeping. I troubleshot it, and it's an internal problem. Waste of money. And lost my work. Thanks (NOT!) This is why I always back things up in more than once place."
198,5,Plug and play simplicity,I like the fact it is so easy to use. Just plug it in and follow the prompts.
199,5,I absolutely love this,Love this storage this provides for me to download for sims game
200,5,Just what I needed space,Love the extra space
201,4,A little slow,Speeds could be a little faster
202,5,Awesome,The storage capacity is great
203,5,Doesn't connect directly to ps5 with supplied cable's as described,Doesn't connect to ps5 as described
204,5,Great buy,Worked great and easy to take on the go. Have had no problems with it.
205,5,Good size,but gets hot and a bit slow.Latency?
206,5,"Travel safe, durable, great for gift!",Awesome and user friendly. Giftable item!
207,5,"Great back up, used on a Mac","Comes with easy instructions to format to a Mac, it comes formatted for Windows. It's pretty quick and has a ton of storage. These are so inexpensive that I use them to back up my main external hard drive. Haven't had any problems, came quick and packaged well."
208,1,Second Seagate Expansion HD Failure,"The media could not be loaded. I bought a Seagate external HD a few years back and it failed after a couple years so I thought I just got unlucky.Just because of availability I got a second Seagate external HD last black Friday and this one failed in less than a year.From day one it was already noisy but I didn't think much of it.Now it just has problems accessing any data on the drive and makes very loud ""crunching"" sounds every time it's trying to retrieve data.Needless to say, I already lost a bunch of data on the drive and will try to recover whatever is left.To make matters worse, I also bought an internal Seagate HD on the same day and it is also making loud disk accessing noises since day one.It hasn't failed yet but this leads me to think there is some manufacturing problem with their hard drives.Now I know why Seagate was available and my first option(Western Digital) wasn't last year."
209,5,Good,Good
210,1,Defective,Defective
211,5,Easy peasy,Computer backup
212,5,Perfect,Great device!
213,5,I Almost Returned It,"Gift from my Brother and may only help a few but here goes. My main pc runs on Ubuntu Linux. The drive arrived and I plugged it in. Computer found it right away no problem. I copied hundreds of videos from my Youtube channel directory over for backup. Slow but no problem. In the morning I tried to copy over 2 video files totaling 3 gig, My computer froze. That never happens. Unplugged drive and all was good. Tried again, just 2 files and pc froze again. I'm thinking, I may have to return it. Last effort I formatted drive with ext4 file system not NTFS. Backed up hundreds of files again. Working fine! Not slow. Not freezing. It's only been a day but will update if needed."
